Start,End,Lobbyist,Client,Industry,ClientAddress
2013-10-08,2014-10-08,"Derlis ""Trey Salinas III","Wal-Mart Stores, Inc",Retail Merchant,"2001 SE 10th Street
Bentonville, Arkansas 72716
(36.359029105000445, -94.19227656099969)"
2013-10-08,2014-10-08,"Derlis ""Trey Salinas III",MWH Constructors,Contractors,"370 Interlocken Bouldvard, Suite 300
Bloomfield, Colorado 80021
(39.9225585960005, -105.11364960299966)"
2013-10-08,2014-10-08,"Derlis ""Trey Salinas III",West Austin Youth Association,Youth Recreational Facility,"1314 Exposition Bouldvard
Austin, Texas
(30.28926648100048, -97.7729657759997)"
2013-10-08,2014-10-08,"Derlis ""Trey Salinas III","Cirrus Logic, Inc.",Real Estate Development,"2901 Via Fortuna
Austin, Texas 78746
(30.25111072800047, -97.80056133499966)"
2013-10-08,2014-10-08,"Derlis ""Trey Salinas III",Southwest Securities,Water District Issues,"701 Brazos Street, Suite 400
Austin, Texas 78701
(30.269180080000467, -97.74090144099966)"
2013-10-08,2014-10-08,"Derlis ""Trey Salinas III",Skanska,Real Estate Developer,"1776 Yorktown Street, Suite 690
Houston, Texas 77056
(29.747519918000478, -95.4708822129997)"
2013-10-08,2014-10-08,"Derlis ""Trey Salinas III",3 Point Partners,Public Affairs,"1221 South Mopac, Suite 365
Austin, Texas 78746
(30.263786279000442, -97.78663623099965)"
2013-10-08,2014-10-08,"Derlis ""Trey Salinas III",McShane Development,Real Estate Development,"816 Congress Avenue, Suite 1680
Austin, Texas 78701
(30.270450952000488, -97.7419496439997)"
2013-10-08,2014-10-08,"Derlis ""Trey Salinas III",Simon Property Group,Real Estate Development,"115 West Washington Street
Indianapolis, Indiana 46204
(39.76710365600047, -86.16017114999966)"
2013-10-08,2014-10-08,"Derlis ""Trey Salinas III",Circuit of the Americas LP,Sports and Special Events Productions,"301 Congess Avenue Suite 220
Austin, Texas 78701
(30.26545984900048, -97.74374165499967)"
2013-10-08,2014-10-08,"Derlis ""Trey Salinas III",InSinkErator,Food Disposal,"InSinkErator 4700 Twenty-First Street
Racine, Wisconsin 53406
(42.70416811300049, -87.83708941899965)"
2013-10-08,2014-10-08,"Derlis ""Trey Salinas III",Walter A. DeRoeck,Real Estate,"1801 Lavaca St
Austin, Texas 78701
(30.28078018700046, -97.7407616809997)"
2013-10-08,2014-10-08,"Derlis ""Trey Salinas III",Southside Wrecker,Towing,"8200 S. Congress
Austin, Texas 78745
(30.176500032000433, -97.78419990099968)"
2013-10-08,2014-10-08,"Derlis ""Trey Salinas III","Balcones Resources, Inc. ",Real Estate,"1101 East 11th Street
Austin, Texas 78702
(30.269114938000484, -97.72914025499966)"
2013-10-08,2014-10-08,"Derlis ""Trey Salinas III",Cypress Real Estate Advisors,Real Estate,"301 Congress Avenue, Suite 500
Austin, Texas 78701
(30.26545984900048, -97.74374165499967)"
2013-10-08,2014-10-08,"Derlis ""Trey Salinas III",Texas Special Events Alliance Inc,Advocavy Organization,"701 Rio Grande St. , Ste C101
Austin, Texas 78701
(30.271190023000486, -97.74900161799968)"
2013-10-08,2014-10-08,"Derlis ""Trey Salinas III",Neal Richards Group,Real Estate,"3030 Olive Street, Suite 220
Dallas, Texas 75219
(32.78905381000044, -96.8089957199997)"
2013-10-08,2014-10-08,"Derlis ""Trey Salinas III",Solair Direct,,"19, rue du Quatre SEPTMEMBER, Paris France
Austin, Texas
(30.267600919000472, -97.74297813599969)"
2013-10-08,2014-10-08,"Derlis ""Trey Salinas III",A T & T,"Network deployment, development, zoning and signage issues","816 Congress Avenue, Suite 1100
Austin, Texas 78701
(30.270450952000488, -97.7419496439997)"
2013-10-08,2014-10-08,"Derlis ""Trey Salinas III",Wells Branch MUD,,"3000 Shoreline Drive
Austin, Texas 78728
(30.454186038000444, -97.68320766699969)"
2013-10-08,2014-10-08,"Derlis ""Trey Salinas III",North Austin MUD No. 1,Municipal Utility District,"9517 Old McNeil Rd
Austin, Texas 78758
(30.378726120000465, -97.72408993199969)"
2013-10-08,2014-10-08,"Derlis ""Trey Salinas III",Water Control Irrigation District # 10,,"5450 Bee Cave # 2A
Austin, Texas 78746
(30.29279246900046, -97.82255108299967)"
2013-10-07,2014-10-07,David Hartman ,Ledcor Properties Company,Real Estate,"1200, 1067 W Cordova St, Vancouver CANADA
British Columbi, California 00000
(36.37410717000046, -119.27022687999971)"
2013-10-07,2014-10-07,David Hartman ,"Techridge Spectrum B.C., LP",Real Estate,"6405 Mira Mesa Blvd., Suite 100
San Diego, California 92121
(32.905705371000465, -117.1803561649997)"
2013-10-07,2014-10-07,David Hartman ,Texas Research International,Real Estate,"9063 Bee Caves Road
Austin, Texas 78733
(30.317601256000444, -97.86757734199966)"
2013-10-07,2014-10-07,David Hartman ,"AT&T Services, Inc. ",Real Estate,"4544 South Lamar, Mail Stop 4401
Austin, Texas 78745
(30.232646968000438, -97.8021164649997)"
2013-10-07,2014-10-07,David Hartman ,Oden Hughes LLC,Real Estate,"600 Congress Avenue, Suite 200
Austin, Texas 78701
(30.268231368000443, -97.74280004999969)"
2013-10-07,2014-10-07,David Hartman ,"Balcones Resources, Inc. ",Real Estate,"1101 East 11th Street
Austin, Texas 78702
(30.269114938000484, -97.72914025499966)"
2013-10-07,2014-10-07,David Hartman ,Lincoln Property Company,Real Estate,"2000 McKinney Ave., Ste 1000
Dallas, Texas 75201
(32.79110071800045, -96.8034199549997)"
2013-10-07,2014-10-07,David Hartman ,Perry Estates,Real Estate,"4100 Red River St.
Austin, Texas 78751
(30.299776773000474, -97.72234800099966)"
2013-10-07,2014-10-07,David Hartman ,Mark Cathcart,Real Estate,"605 W. Johanna
Austin, Texas 78704
(30.245793913000455, -97.75763951699969)"
2013-10-07,2014-10-07,David Hartman ,"Peyton Riley No. 3, LLC",Real Estate,"P.O. Box 1757
Georgetown, Texas 78627
(30.623133228000484, -97.6872999419997)"
2013-10-07,2014-10-07,Mary Stratmann,"AT&T Services, Inc. ",Real Estate,"4544 South Lamar, Mail Stop 4401
Austin, Texas 78745
(30.232646968000438, -97.8021164649997)"
2013-10-07,2014-10-07,Mary Stratmann,"Balcones Resources, Inc. ",Real Estate,"1101 East 11th Street
Austin, Texas 78702
(30.269114938000484, -97.72914025499966)"
2013-10-07,2014-10-07,Mary Stratmann,Ledcor Properties Company,Real Estate,"1200, 1067 W Cordova St, Vancouver CANADA
British Columbi, California 00000
(36.37410717000046, -119.27022687999971)"
2013-10-07,2014-10-07,Mary Stratmann,Lincoln Property Company,Real Estate,"2000 McKinney Ave., Ste 1000
Dallas, Texas 75201
(32.79110071800045, -96.8034199549997)"
2013-10-07,2014-10-07,Mary Stratmann,Mark Cathcart,Real Estate,"605 W. Johanna
Austin, Texas 78704
(30.245793913000455, -97.75763951699969)"
2013-10-07,2014-10-07,Mary Stratmann,Oden Hughes LLC,Real Estate,"600 Congress Avenue, Suite 200
Austin, Texas 78701
(30.268231368000443, -97.74280004999969)"
2013-10-07,2014-10-07,Mary Stratmann,Perry Estates,Real Estate,"4100 Red River St.
Austin, Texas 78751
(30.299776773000474, -97.72234800099966)"
2013-10-07,2014-10-07,Mary Stratmann,"Peyton Riley No. 3, LLC",Real Estate,"P.O. Box 1757
Georgetown, Texas 78627
(30.623133228000484, -97.6872999419997)"
2013-10-07,2014-10-07,Mary Stratmann,Presidium Group LLC,,"9000 Congress Avenue, Ste M-100
Austin, Texas 78701
(30.269910351000476, -97.74363728299966)"
2013-10-07,2014-10-07,Mary Stratmann,"Techridge Spectrum B.C., LP",Real Estate,"6405 Mira Mesa Blvd., Suite 100
San Diego, California 92121
(32.905705371000465, -117.1803561649997)"
2013-10-07,2014-10-07,Mary Stratmann,Texas Research International,Real Estate,"9063 Bee Caves Road
Austin, Texas 78733
(30.317601256000444, -97.86757734199966)"
2013-10-07,2014-10-07,Mary Stratmann,"Sackmann Enterprises, Inc.",Real Estate,"165 West 73rd Street
New York, New York 10023
(40.77888888400048, -73.98009977199968)"
2013-10-07,2014-10-07,David Hartman ,"Sackmann Enterprises, Inc.",Real Estate,"165 West 73rd Street
New York, New York 10023
(40.77888888400048, -73.98009977199968)"
2013-10-01,2014-10-01,Steven Metcalfe,Lyda Family Trust,Real Estate,"PO Box 157
Georgetown, Texas 78627
(30.623133228000484, -97.6872999419997)"
2013-10-01,2014-10-01,Steven Metcalfe,"Taurus of Texas GP, Incorporated",Real Estate,"9285 Huntington Square
North Richland, Texas 76180
(32.84034173900045, -97.22128941199969)"
2013-10-01,2014-10-01,Steven Metcalfe,Life Austin,Real Estate,"1301 Capital of Texas Highway, Suite 308
Austin, Texas 78746
(30.27837820500048, -97.82003658199966)"
2013-10-01,2014-10-01,Steven Metcalfe,"AustinSeventyOne, Ltd.",Real Estate,"4402 Lakeway Boulevard
Austin, Texas 78734
(30.363639112000442, -98.00345187699969)"
2013-10-01,2014-10-01,Steven Metcalfe,"County Line, Inc. ",Real Estate Development,"512 East Riverside Drive, Suite 200
Austin, Texas 78704
(30.252394627000456, -97.74210598599967)"
2013-10-01,2014-10-01,Steven Metcalfe,Harrod Properties,Real Estate Development,"5550 W. Executive Drive, Suite 550
Tampa, Florida 33609
(27.946872724000457, -82.53873113899965)"
2013-10-01,2014-10-01,Steven Metcalfe,Sawtooth Development Group,Real Estate Development,"P.O. Box 9121
Rancho Santa Fe, California 92067
(33.02150239900044, -117.21790848399968)"
2013-10-01,2014-10-01,Steven Metcalfe,Regents School of Austin,Real Estate Develoment,"3230 Travis Country Circle
Austin, Texas 78735
(30.25620888500049, -97.84433181499969)"
2013-10-01,2014-10-01,Steven Metcalfe,William Archer,Real Estate Develoment,"PO Box 5564
Austin, Texas 78763
(30.29689283500045, -97.76702644799968)"
2013-10-01,2014-10-01,Steven Metcalfe,First Hartford Realty Corporation,Real Estate Develoment,"PO Box 1270
Manchester, Connecticut 06045
(41.79881324900049, -72.51483645299965)"
2013-10-01,2014-10-01,Steven Metcalfe,"Standard Pacific of Texas, Inc.",Property Owner/Developer,"11001 Lakeline Blvd., Bldg. 1, Suite 100
Austin, Texas 78717
(30.480284502000472, -97.79457177599966)"
2013-10-01,2014-10-01,Steven Metcalfe,JMI,Real Estate,"111 Congress
Austin, Texas 78701
(30.26417002700049, -97.74418107099967)"
2013-10-01,2014-10-01,Steven Metcalfe,Stratford,Real Estate Development,"5949 Sherry Lane, Stuie 1750
Dallas, Texas 75225
(32.86232755500049, -96.81010002499966)"
2013-10-01,2014-10-01,Steven Metcalfe,The Dinerstein Companies,Real Estate,"1011 Camino del Mar, Suite 268
Del Mar, California 92014
(32.954610826000476, -117.2633489269997)"
2013-10-01,2014-10-01,Steven Metcalfe,thinkEAST,Real Estate,"100 Congress Avenue, 18th Floor
Austin, Texas 78701
(30.26395091200044, -97.7443303069997)"
2013-10-01,2014-10-01,Steven Metcalfe,McShane Development,Real Estate Development,"816 Congress Avenue, Suite 1680
Austin, Texas 78701
(30.270450952000488, -97.7419496439997)"
2013-10-01,2014-10-01,Steven Metcalfe,St. Michael's Episcopal Church,Real Estate Development,"1500 N. Capital of TX Highway
Austin, Texas 78746
(30.318185025000446, -97.8226434659997)"
2013-10-01,2014-10-01,Steven Metcalfe,Heiser Development,Real Estate Development,"901 S. MoPac, Barton Oaks #2, Suite 505
Austin, Texas 78746
(30.290922797000462, -97.80955970699966)"
2013-10-01,2014-10-01,Steven Metcalfe,"Stonelake Capital Partners, LLC",Real Estate Developement,"300 Crescent Court, Suite 1111
Dallas, Texas 75201
(32.79363937600044, -96.80447388199968)"
2013-10-01,2014-10-01,Steven Metcalfe,Sutton Company,Real Estate,"89 Rainey Street
Austin, Texas 78701
(30.259889572000475, -97.73832179699968)"
2013-10-01,2014-10-01,Steven Metcalfe,John Kleas,Real Estate,"784 Oakdale Dr
Austin, Texas 78745
(30.217957920000458, -97.8212434939997)"
2013-10-01,2014-10-01,Steven Metcalfe,Morgan Group,Real Estate,"5606 S. Rice Ave
Houston, Texas 77081
(29.72132077800046, -95.46815214899965)"
2013-10-01,2014-10-01,Steven Metcalfe,Sunshine Camp,Real Estate,"2225 Andrew Zilker Road
Austin, Texas 78746
(30.26584359800046, -97.77229540099967)"
2013-10-01,2014-10-01,Steven Metcalfe,"Butler Family Partnership, LTD",Real Estate Development,"PO Box 9190
Austin, Texas 78766
(30.354472848000455, -97.73618994399965)"
2013-10-01,2014-10-01,Steven Metcalfe,Texas Bar & Nightclub Alliance,Real Estate Development,"1601 Miriam Avenue, #202
Austin, Texas 78702
(30.278226600000437, -97.71085415499965)"
2013-10-01,2014-10-01,Steven Metcalfe,"Cameron & Killingsworth- Pflugerville 292, LLP",Real Estate Development,"8800 N. Gainey Center Dr., Ste 255
Scottsdale, Arizona 85258
(33.56642350700048, -111.9131269559997)"
2013-10-01,2014-10-01,Steven Metcalfe,Milestone Community Builders,Real Estate,"9111 Jollyville Road, Suite 111
Austin, Texas 78759
(30.38155212200047, -97.74333184999966)"
2013-10-01,2014-10-01,Steven Metcalfe,Crescent Recourses ,Real Property Owners,"11 Village Park Square
Bluffton, South Carolina 29910
(32.208338050000464, -80.88120917899965)"
2013-10-01,2014-10-01,Steven Metcalfe,Koontz-McCombs ,Land Development,"755 E Mulberry Ste 100
San Antonio, Texas 78218
(29.496590617000436, -98.40454737999966)"
2013-10-01,2014-10-01,Steven Metcalfe,"Reagan National Advertising, Incorporated",Outdoor Advertising,"9211 U.S. Highway 290 East
Austin, Texas 78724
(30.289480256000445, -97.63196629699968)"
2013-10-01,2014-10-01,Steven Metcalfe,Neal Richards Group,Real Estate,"3030 Olive Street, Suite 220
Dallas, Texas 75219
(32.78905381000044, -96.8089957199997)"
2013-10-01,2014-10-01,Steven Metcalfe,Austin Aquatics and Sports Academy,Real Estate,"12109 Rayner Place
Austin, Texas 78738
(30.286833705000447, -97.94503916599967)"
2013-10-01,2014-10-01,Steven Metcalfe,"C & G Ventures, LLC",Real Estate,"1717 West 6th Street, Suite 450
Austin, Texas 78703
(30.27612545800048, -97.76498285599968)"
2013-10-01,2014-10-01,Steven Metcalfe,"Fifth Generation Tasting, LLC",Real Estate,"1406 Smith Road, Unit C
Austin, Texas 78721
(30.25738809900048, -97.6787554719997)"
2013-10-01,2014-10-01,Steven Metcalfe,"Stutzman, Bromberg, Esserman & Plifka ",Real Estate,"2323 Bryan Street, Suite 2200
Dallas, Texas 75201
(32.78713294600044, -96.79385940099968)"
2013-10-01,2014-10-01,Steven Metcalfe,"Sage South Shore, LLC",Real Estate,"3267 Bee Caves Road, Suite 107-164
Austin, Texas 78746
(30.27474680500046, -97.80099719799966)"
2013-10-01,2014-10-01,Steven Metcalfe,Street Lights Residential,Real Estate,"1601 Elm Street, Suite 4900
Dallas, Texas 75201
(32.78165742100049, -96.79827606399965)"
2012-09-28,2013-09-28,Cheryl Burtzel,National Joint Powers Alliance,Procurement,"202 12th Street, NE
Staples, Minnesota 56479
(46.35593969100046, -94.78392111499966)"
2012-09-27,2013-09-27,Amelia Lopez,Cornerbrook Development,Multi-family Development,"1025 Dulles Avenue, Suite 815
Stafford, Texas 77477
(29.61130097500046, -95.5824287209997)"
2012-09-27,2013-09-27,Amelia Lopez,"Rancho Garza, Ltd",Land Development,"17830 Serene Hills Pass
Austin, Texas 78738
(30.343595348000463, -98.00549142999967)"
2012-09-27,2013-09-27,Amelia Lopez,Austin Community College District,Community College,"5930 Middle Fiskville Road
Austin, Texas 78752
(30.322127925000473, -97.71106497899967)"
2012-09-27,2013-09-27,Amelia Lopez,One World Theatre,Entertainment,"7700 Bee Cave Road
Austin, Texas 78746
(30.31004202300045, -97.8453780639997)"
2013-09-20,2014-09-20,Jennifer Houlihan,Austin Music People,Live Music,"400 Bowie Street,
Austin, Texas 78703
(30.269414593000477, -97.75336735199966)"
2010-09-14,2011-09-14,Glenn Shankle,IESI Corporation,Waste management and recycling,"2301 Eagle Parkway, Suite 200
Fort Worth, Texas 76117
(33.00749826600048, -97.30501503499966)"
2013-09-05,2014-09-05,John Joseph,"CBL & Associates Management, Inc.",Developer,"2030 Hamilton Place Blvd., #500
Chattanooga, Tennessee 37421
(35.03486395400046, -85.16236413199965)"
2013-09-05,2014-09-05,John Joseph,Braker Valley ,Land Development,"524 North Lamar Boulevard, Suite 203
Austin, Texas 78703
(30.27122318600044, -97.75418814799968)"
2013-09-05,2014-09-05,John Joseph,Roy Cavanaugh,Property Owner,"6303 Spicewood Springs Road
Austin, Texas 78759
(30.391179545000455, -97.77831287699968)"
2013-09-05,2014-09-05,John Joseph,"A & M Option 541, L.P. c/o Scarborough Sunfield, LLC",Real Estate Development,"16380 Addison Road
Addison, Texas 75001
(32.97326257900045, -96.83028352799965)"
2013-09-05,2014-09-05,John Joseph,"The Brohn Group, LLC",Real Estate,"8140 N. Mopac Espressway, Building 4, Ste. 270
Austin, Texas 78759
(30.367255114000443, -97.74337211899967)"
2013-09-05,2014-09-05,John Joseph,"Coats, Rose, Yale, Ryman and Lee, P.C. ",Practice of Law,"Barton Oaks Plaza, 901 S MoPac, Bld 1, Suite 500
Austin, Texas 78746
(30.290922797000462, -97.80955970699966)"
2013-09-05,2014-09-05,John Joseph,RKS Texas Investments,Real Estate,"601 Sonterra Blvd.
San Antonio, Texas 78258
(29.616228118000436, -98.49417526199966)"
2013-09-05,2014-09-05,John Joseph,"Rob Roy Homeowners Association c/o Alliance Management, Incorporated ",Neighborhood Association,"115 Wild Basin Road, Suite 308
Austin, Texas 78746
(30.305492892000473, -97.8260344309997)"
2013-09-05,2014-09-05,John Joseph,5001 Convict Hill L.P.,Real Estate Development,"11940 Jollyville Road # 300-S
Austin, Texas 78759
(30.425474766000434, -97.75779704399969)"
2013-09-05,2014-09-05,John Joseph,Balcones Country Club Membership Association,Real Estate Development,"8600 Balcones Drive, # 530
Austin, Texas 78752
(30.31375241000046, -97.76754615199968)"
2013-09-05,2014-09-05,John Joseph,"Buffalo Equities, LTD, c/o Belco Equities, Incorporated",Real estate development,"505 East Huntland Drive, Suite 530
Austin, Texas 78751
(30.331024026000478, -97.7082188439997)"
2013-09-05,2014-09-05,John Joseph,"SC Lantana Investors, LLC",Real Estate Development,"1802 West Avenue, #100
Austin, Texas 78701
(30.28207119400048, -97.74619930499966)"
2013-09-05,2014-09-05,John Joseph,"Austin HB Residential, Ltd",Real Estate Development,"P.O. Box 303307
Austin, Texas 78703
(30.28888064400047, -97.76409791399965)"
2013-09-05,2014-09-05,John Joseph,Austin Presbetyrian Theological Seminary,Religious Organization,"100 East 27th Street
Austin, Texas 78705
(30.291727685000467, -97.73770827299967)"
