Start,End,Lobbyist,Client,Industry,Cluster,Address,Confidence,IndustryCat1,IndustryCat2
2013-07-18,2014-07-18,Pamela Madere,CBL and Associates Management,Real Estate,304,"2030 Hamilton Place Blvd. Suite 500
Chattanooga, Tennessee 37421
(35.03486395400046, -85.16236413199965)",0.860941,real estate,
2013-07-09,2014-07-09,Amanda Swor,Hixon Properties,Real Estate Development,447,"315 East Commerce Street, Suite 300
San Antonio, Texas 78205
(29.42414851400048, -98.4896360949997)",0.896362155676,real estate,
2013-07-09,2014-07-09,Amanda Swor,Post Paggi,Real Estate Developement,948,"8205 Santa Monica Boulevard #298
Los Angeles, California 90046
(34.09077820100049, -118.36780018199971)",0.912786146005,real estate,
2013-07-09,2014-07-09,Amanda Swor,Trinsic Residential Group,Real Estate,451,"3100 Monticello Avenue, Suite 900
Dallas, Texas 75205
(32.82711624300049, -96.7859214879997)",0.900774429242,real estate,
2013-07-09,2014-07-09,Amanda Swor,Cousins Properties,Real Estate,801,"6300 Bee Cave Road, Building 2, Suite 220
Austin, Texas 78746
(30.296447557000477, -97.83091419899966)",0.916902371815,real estate,
2012-07-05,2013-07-05,Gregory Hartman,Seton Healthcare,Healthcare Provider,819,"1345 Philomena
Austin, Texas 78723
(30.30229735600045, -97.70810632499968)",0.723133730166,healthcare,
2013-06-28,2014-06-28,Joe Garcia,Greater Austin Transportation,Transportation,456,"10630 Joseph Clayton Drive
Austin, Texas 78753
(30.369946092000475, -97.67770608399968)",0.888458805425,,
2010-06-24,2011-06-24,Alison Gardner,Berns Commercial Properties,Real Property Owner,356,"1515 Capital of Texas Highway, Suite 412
Austin, Texas 78746
(30.273220101000447, -97.81740837699965)",0.883560982015,,
2010-06-24,2011-06-24,Alison Gardner,"Dawlett, Haythem",Real Property Owner,444,"2101 Lakeway Boulevard
Austin, Texas 78734
(30.357573750000483, -97.9785034739997)",0.880483840193,,
2010-06-24,2011-06-24,Alison Gardner,Crescent Recourses,Real Property Owners,285,"11 Village Park Square
Bluffton, South Carolina 29910
(32.208338050000464, -80.88120917899965)",0.895962131023,,
2013-06-18,2015-06-09,Mary Nabers,Google,Provides internet related products and services,96,"2350 Kerner Boulevard, Suite 250
San Rafael, California 94901
(37.94720506900046, -122.4886642509997)",0.618667425712,,
2013-06-18,2015-06-09,Mary Nabers,AT&T,Telecommunications,1040,"712 East Huntland, Room 329
Austin, Texas 78752
(30.330275479000477, -97.70656777699969)",,technology,
2013-06-18,2014-06-18,Mary Nabers,Northrop Grumman,Systems Integration and Data Centers,467,"1000 Wilson Boulevard, Suite 2300
Arlington, Virginia 22209
(38.894138143000475, -77.06865165699963)",0.876284077764,technology,
2014-05-02,2015-05-02,Glen Coleman,PSW Real Estate,Real Estate Development,808,"2003 S. 1st Street
Austin, Texas 78704
(30.245494258000463, -97.7570046729997)",0.878985360265,real estate,
2014-05-02,2015-05-02,Glen Coleman,Mr. Tramps Bar and Tavern,,562,"8565 Research Blvd.
Austin, Texas 78758
(30.36129990200044, -97.7166802649997)",0.870955,,
2013-04-30,2014-04-30,Jimmy Bennett Sr.,Journeyman Construction,Construction,694,"7701 N. Lamar
Austin, Texas 78752
(30.34511020900044, -97.7138293919997)",0.872153217594,construction,
2013-04-30,2015-08-20,Jimmy Bennett Sr.,David Morrison,Property Development,488,"8310 Club Ridge
Austin, Texas 78735
(30.295057061000477, -97.85914578499967)",0.865859,,
2013-04-30,2014-04-30,Jimmy Bennett Sr.,WEHBE Properties,Real Estate Investor,490,"5902 Mountain Villa
Austin, Texas 78731
(30.345059278000463, -97.77524931899967)",0.868795603514,real estate,
2014-04-29,2015-04-29,William Francis,ATC Outdoor DAS,Wireless Communications Services,493,"400 Regency Forest Dr., Ste 300
Cary, North Carolina 27518
(35.73306048800049, -78.79273247299966)",0.879770591855,communications,
2014-04-29,2015-04-29,Alice Glasco,Dobie Austin (Howard Michaels),Land Development,498,"560 Lexington Ave., 10th Floor
New York, New York 10022
(40.75666955300045, -73.97227698599966)",0.888545,development,
2014-04-29,2015-04-29,Alice Glasco,"GFD Holdings, LLC (Brandon Bolin)",Zoning,499,"3109 Knox St., Ste 305
Dallas, Texas 75205
(32.82272078700049, -96.78776843199967)",0.901997,zoning,
2013-04-29,2014-04-29,David Cancialosi,John Mayes,Real Estate Entitlement,1042,"3715 Westlake Drive
Austin, Texas
(30.324673221000467, -97.7795925479997)",,real estate,
2013-04-29,2014-04-29,David Cancialosi,Permit Partners,Real Estate Entitlement,1044,"7105 Barnsdale Way
Austin, Texas 78745
(30.19338852800047, -97.79271225299965)",,real estate,
2013-04-29,2014-04-29,David Cancialosi,MKKN Development,Real Estate Entitlement,1046,"2709 E. 13th Street
Austin, Texas 78702
(30.27606386800045, -97.71168679499965)",,real estate,
2013-04-29,2014-04-29,David Cancialosi,Kathy Kyrish,Real Estate Entitlement,1048,"4800 Long Canyon
Austin, Texas
(30.36999332400046, -97.82526615799969)",,real estate,
2013-04-29,2014-04-29,David Cancialosi,Mission Homes,Real Estate Entitlement,1049,"6205 River Place Blvd # 5
Austin, Texas
(30.38851203200045, -97.84933846599967)",,real estate,
2013-04-29,2014-04-29,Betty Dunkerley,RedLeaf Properties,Real Estate,504,"4330 Gaines Ranch Loop, Suite 100
Austin, Texas 78735
(30.241601104000438, -97.81571111799968)",0.817017478101,real estate,
2013-04-29,2015-06-25,Betty Dunkerley,Lone Star Rail District (Austin-San Antonio Commuter Rail District),Intermunicipal Commuter Rail District planning service,825,"304 North CM Allen Parkway
San Marcos, Texas 78667
(29.885773677000486, -97.93658011299965)",0.647772848606,,
2014-04-25,2015-04-25,Jerry Harris,Greater Austin Transportation Co. (Yellow Cab),Taxicab,509,"C/O Jerry Harris 111 Congress Ave, Ste 1400
Austin, Texas 78701
(30.26417002700049, -97.74418107099967)",0.876637,transportation,services
2014-04-25,2015-04-25,Nikelle Meade,408 Sterzing,Land Development Company,164,"203 Colorado Street
Austin, Texas 78701
(30.26499911400049, -97.7453714029997)",0.883304774761,,
2014-04-25,2015-04-25,Nikelle Meade,Antolin Aguirre,Mobile Vending,111,"7900 Peaceful Hill Lane
Austin, Texas 78748
(30.181249514000456, -97.7877436549997)",0.891076609492,,
2014-04-25,2016-04-23,Nikelle Meade,Grubb and Ellis Realty Investors,Real Property Owner,388,"4 Hutton Centre, Suite 700
S. Coast Metro, California 92707
(33.69822341800045, -117.86292191999968)",0.910909450971,,
2014-04-25,2015-04-25,Nikelle Meade,"Highland Park West, Limited",Neighborhood Association,390,"3301 Hancock Drive, Suite 6
Austin, Texas 78731
(30.33226528600045, -97.75879313199965)",0.900049209595,,
2014-04-25,2015-04-25,Nikelle Meade,"Howard and Howard Attorneys, PLLC",Auto Salvage,970,"1000 Dalton Lane
Austin, Texas 78742
(30.22998204500044, -97.6709703469997)",0.869551405311,,
2014-04-25,2015-04-25,Nikelle Meade,Jeremiah Venture,Developer,160,"PO Box 160340
Austin, Texas 78716
(30.273521050000454, -97.79924900799966)",0.903857722878,,
2014-04-25,2015-04-25,Nikelle Meade,Stephen Melchiode,Individual,527,"1316 Norwalk Lane
Austin, Texas 78703
(30.28917646700046, -97.77207628499968)",0.870946764946,,
2014-04-25,2015-04-25,Nikelle Meade,Sohil Momin,Property Owner,529,"2201 Real Catorice
Austin, Texas 78746
(30.26760718400044, -97.81917906899969)",0.863622367382,property management,
2014-04-25,2016-04-23,Nikelle Meade,Radec Management,Property Management,798,"P. O. Box 29837
Austin, Texas 78735
(30.25409018600044, -97.86540606199969)",0.924829304218,property management,
2014-04-25,2015-04-25,Nikelle Meade,Zilker Park Residences Partners,Land Development Company,112,"P.O. Box 684707
Austin, Texas 78768
(30.270131946000447, -97.7419688009997)",0.903590183992,,
2014-04-25,2015-04-25,Nikelle Meade,Austin Renaissance,Property Owner,764,"433 Camden Drive, Ste 1177
Austin, Texas 78703
(30.356690355000467, -97.72753982099965)",0.917718870299,property management,
2014-04-25,2015-04-25,Nikelle Meade,Peter Gilcrease,Property Owner,538,"4002 Duval, Apt A
Austin, Texas 78751
(30.301557099000433, -97.72806599499967)",0.852909684181,property management,
2014-04-25,2015-04-25,Nikelle Meade,The Greystone Group,Developer,541,"3 San Joaquin Plaza, Suite 350
Newport Beach, California 92660
(33.62200347200047, -117.87615006699968)",0.902242422104,,
2014-04-25,2015-04-25,Nikelle Meade,Lippincott Capital,Property Owner,306,"2322 Townes Lane
Austin, Texas 78703
(30.297385609000457, -97.7642094359997)",0.877762258053,property management,
2014-04-25,2015-04-25,Nikelle Meade,David McMahan,Individual,545,"4 SanJoaquin Plaza, Suite 350
Newport Beach, California 92660
(33.62201263200046, -117.87621393399968)",0.906738400459,,
2014-04-25,2015-04-25,Nikelle Meade,Pacifica Host Hotels,Hotel,421,"1775 Hancock Street, Suite 110
San Diego, California 92110
(32.742425038000476, -117.1842706379997)",0.889585201557,hotel,
2014-04-25,2015-04-25,Nikelle Meade,Taylor Woodrow Communities/Steiner Ranch,Developer,760,"11200 Lakeline Blvd., Ste 150-A
Austin, Texas 78717
(30.480108025000447, -97.79748542299967)",0.889948666096,,
2014-04-25,2015-04-25,Nikelle Meade,Stuart Thomajan,Property Owner,326,"2901 Westlake Cove
Austin, Texas 78746
(30.310932886000444, -97.77954280299969)",0.885841965675,property management,
2014-04-25,2015-04-25,Jerry Harris,Hudgins Apartment Development,Apartment Development,947,"722 N. Main Street
Ft. Worth, Texas 76164
(32.767321522000486, -97.33974483599968)",0.884245067835,construction,
2012-04-25,2013-04-25,Allen Halbrook,Davey Tree Expert Company,Tree Trimming,221,"PO Box 5015
Livermore, California 94551
(37.69960036500049, -121.76300583199969)",0.921223029494,,
2014-04-24,2015-04-24,Jed Buie,Lyft,Transportation,544,"548 Market Street
San Francisco, California
(37.789903635000485, -122.40066854199972)",0.889095942179,,
2014-04-24,2015-04-24,Jed Buie,Ryan Companies,Real Estate,1054,"300 W 6th St
Austin, Texas 78701
(30.268917141000486, -97.74570303699966)",,real estate,
2014-04-24,2015-04-24,Jed Buie,Thinkery,Real Estate and Non-Profit,557,"1830 Simond Ave
Austin, Texas 78723
(30.297345340000447, -97.70513582599966)",0.855372160673,real estate,non-profit
2011-04-21,2012-04-20,Henry Gilmore,Wal-Mart,Retail Merchant,207,"2001 SE 10th Street
Bentonville, Arkansas 72716
(36.359029105000445, -94.19227656099969)",0.699516510963,retail,
2011-04-21,2012-04-20,Henry Gilmore,Lone Star Cab Company,Taxi Cab,1056,"208 West Lowell
Austin, Texas 78703
(30.28888064400047, -97.76409791399965)",,transportation,services
2012-04-16,2013-04-16,Gay Erwin,Strategic Partnerships,Consulting and Research,505,"901 South Mopac, Building I, Suite 100
Austin, Texas 78745
(30.20688170000045, -97.7956469989997)",0.918793296814,,
2014-03-31,2015-03-31,Allen Thrower,Rick Sheldon Real Estate,Zoning,565,"601 Sonterra Bv.
San Antonio, Texas 78258
(29.616228118000436, -98.49417526199966)",0.900976866484,zoning,
2014-03-31,2015-03-31,Allen Thrower,Met Center,Property Owner,573,"1135 West 6th Street, Suite 120
Austin, Texas 78703
(30.272697500000447, -97.75715803799966)",0.413364051162,property management,
2014-03-31,2015-03-31,Allen Thrower,Quest Tower View,Zoning,886,"500 West 16th Street, Suite 102
Austin, Texas 78701
(30.279257037000434, -97.74397379899966)",0.881974563003,zoning,
2014-03-31,2015-03-31,Allen Thrower,Milestone Community Builders,Real Estate,282,"9111 Jollyville Road, Suite 111
Austin, Texas 78759
(30.38155212200047, -97.74333184999966)",0.893509844939,real estate,
2014-03-31,2016-03-31,Allen Thrower,Vijay Patel,Zoning,576,"12116 Carlsbad Drive
Austin, Texas 78738
(30.313693745000478, -97.9234769899997)",0.874604,zoning,
2014-03-31,2015-03-31,Allen Thrower,Tomlinson's Feed and Pets,Zoning,580,"908 49th 1/2 Street
Austin, Texas 78751
(30.309714700000484, -97.71482700899969)",0.862682,zoning,
2014-03-31,2015-03-31,Allen Thrower,Riverside Homes/Scott Turner,Zoning,582,"1409 W 6th Street
Austin, Texas 78703
(30.27414394100049, -97.76094046599968)",0.876635119319,zoning,
2012-03-23,2013-03-23,Terri Broussard Williams,American Heart Association,Non-profit Public Health Organization,590,"10900-B Stonelake Blvd, Ste 320
Austin, Texas 78759
(30.38528022400044, -97.74205617599966)",0.905826828172,non-profit,public health
2012-03-09,2013-03-09,Jay Hailey,RedLeaf Properties,Real Estate,504,"4330 Gaines Ranch Loop, Suite 100
Austin, Texas 78735
(30.241601104000438, -97.81571111799968)",0.817017478101,real estate,
2013-03-07,2014-03-07,Robert Kleeman,M.J. Investments,Zoning/Land Development,705,"2400 Investment Drive
Pflugerville, Texas 78660
(30.40109514700049, -97.62908649499968)",0.527308881283,zoning,
2013-03-07,2014-03-07,Robert Kleeman,Jeff Alderson,Land Development,1059,"6636 William Cannon Drive Apt 128
Austin, Texas 78735
(30.24361478500049, -97.86286541099969)",,development,
2013-03-07,2014-03-07,Robert Kleeman,Munsch Hardt Kopf and Harr,Law Firm,1060,"401 Congress Avenue, Suite 3050
Austin, Texas 78701
(30.26637066000046, -97.74339106999969)",,legal,
2013-03-04,2014-03-04,Paul Saldaña,Crossroads Events,Cultural Arts Organization,618,"6310 Libyan Drive
Austin, Texas 78745
(30.205296581000482, -97.79465586899966)",0.86357010901,,
2013-03-04,2014-03-04,Paul Saldaña,IBC Bank,Bank,968,"816 Congress Avenue, Suite 100
Austin, Texas 78701
(30.270450952000488, -97.7419496439997)",0.888277366757,,
2013-03-04,2014-03-04,Paul Saldaña,MVAA,Master Planning,643,"16 Court Street, 11th Floor
Brooklyn, New York 11241
(40.69354526100045, -73.99052044599966)",0.893701300025,,
2013-02-14,2015-08-01,Jeffrey Howard,Thomas Southwest,Property Owner,625,"1802 Lavaca Street
Austin, Texas 78701
(30.280731627000478, -97.7408493269997)",0.869957476854,property management,
2013-02-14,2015-08-01,Jeffrey Howard,"Cirrus Logic, Inc.",Real Estate Development,150,"2901 Via Fortuna
Austin, Texas 78746
(30.25111072800047, -97.80056133499966)",0.75805582319,real estate,
2013-02-14,2014-02-14,Jeffrey Howard,620/183,Property Owner,734,"PO Box 29119
Austin, Texas 78755
(30.353842822000445, -97.75426951099968)",0.863602876663,property management,
2013-02-14,2015-08-01,Jeffrey Howard,Cummings-Baccus,Property Owner,629,"9600 N. Mopac, Suite 125
Austin, Texas 78759
(30.385548320000453, -97.73604062399966)",0.884149,property management,
2013-02-14,2014-02-14,Jeffrey Howard,Texas Star Brands,Restaurant Operator,631,"4600 Mueller Blvd., Suite 1026
Austin, Texas 78723
(30.298310633000483, -97.70729263599969)",0.804578050971,restaurant,
2013-02-14,2016-07-31,Jeffrey Howard,ZFB,Real Estate Development,920,"10800 Pecan Park Boulevard, Suite 240
Austin, Texas 78750
(30.463797522000448, -97.80168770899968)",0.8806745857,real estate,
2013-02-14,2015-08-01,Jeffrey Howard,Michael J. McGinnis,Property Owner,262,"P.O. Box 5334
Austin, Texas 78763
(30.29689283500045, -97.76702644799968)",0.851462960243,property management,
2013-02-14,2016-07-31,Jeffrey Howard,JP Morgan Chase Bank,Financial Institutions,634,"131 South Dearborn, 5th Floor
Chicago, Illinois 60603
(41.8800150670005, -87.62933576999967)",0.926356270909,finance,
2014-02-03,2015-02-03,Mark Littlefield,Winstead,Real Estate,1061,"401 Congress Avenue, Suite 2100
Austin, Texas 78701
(30.26637066000046, -97.74339106999969)",,real estate,
2014-02-03,2015-02-03,Mark Littlefield,Stratus Properties,Live Music and Real Estate Development,640,"212 Lavaca Street, Suite 300
Austin, Texas 78701
(30.265741739000475, -97.74639946999969)",0.756676299231,art,music
2014-02-03,2015-02-03,Mark Littlefield,Boot Man,Private Vehicle Immobilizaion,1062,"925 Peachtree St NE #379
Atlanta, Georgia 30309
(33.78007951400048, -84.38410282199965)",,,
2014-02-03,2015-02-03,Mark Littlefield,Republic Services,Waste Recycling & Residuals,644,"18500 N. Allied
Way Phoenix, Arizona 85054
(33.65384807300046, -111.9297097859997)",0.895303666592,,
2014-01-16,2015-01-16,David Armbrust,Lennar Homes,Builder,649,"12301 Research Blvd., Building IV, Suite 450
Austin, Texas 78759
(30.427985714000442, -97.75595765599968)",0.866917669773,construction,
2014-01-16,2016-01-20,David Armbrust,David and Suzanne Booth,Real Estate investment/ development,965,"6300 Bee Cave Road, Building One
Austin, Texas 78746
(30.296447557000477, -97.83091419899966)",0.525301818664,real estate,
2014-01-16,2017-01-19,David Armbrust,Cypress Realty,Real Estate Development,47,"301 Congress Avenue, Suite 500
Austin, Texas 78701
(30.26545984900048, -97.74374165499967)",0.75590771238,real estate,
2014-01-16,2015-01-16,David Armbrust,Texas 1836 -- EB5,Financing/Development,1064,"3839 Bee Caves Rd., Ste 205
Austin, Texas 78746
(30.28135817900045, -97.80853004199969)",,finance,
2014-01-16,2016-01-20,David Armbrust,Simon Property Group,Real Estate,65,"115 West Washington Street
Indianapolis, Indiana 46204
(39.76710365600047, -86.16017114999966)",0.858523014188,real estate,
2014-01-16,2015-01-16,David Armbrust,Radisson Hotel,Hotel,104,"111 East Cesar Chavez at Congress
Austin, Texas 78701
(30.263153804000467, -97.74392760699965)",0.895864496106,hotel,
2014-01-16,2015-01-16,David Armbrust,Austin Achieve,Public School,151,"5908 Manor Road
Austin, Texas 78723
(30.30705749800046, -97.67971484299966)",0.823669719069,education,
